-65.8888888889,6.008
-65.6666666667,7.011
-65.4444444444,8.012
-66.0,9.02
-66.4444444444,9.998
-66.1111111111,11.0
-66.6666666667,11.998
-67.4444444444,14.001
-67.1111111111,15.0
-67.2222222222,16.006
-67.4444444444,18.013
-66.6666666667,20.013
-65.5555555556,21.021
-64.7777777778,21.998
-64.7777777778,25.998
-63.7777777778,27.001
-63.2222222222,28.001
-62.1111111111,30.004
-63.3333333333,31.002
-62.6666666667,32.002
-63.2222222222,33.998
-62.5555555556,36.002
-64.3333333333,37.998
-64.4444444444,39.011
-65.0,40.008
-65.5555555556,41.011
-65.7777777778,42.018
-64.3333333333,43.017
-64.2222222222,44.02
-63.7777777778,48.001
-63.7777777778,49.994
-63.2222222222,51.998
-63.1111111111,53.005
-64.5555555556,54.008
