-61.5555555556,3.899
-69.2222222222,5.828
-70.6666666667,6.858
-71.8888888889,7.886
-72.7777777778,8.923
-73.0,10.98
-72.1111111111,12.012
-70.5555555556,13.839
-70.2222222222,14.867
-71.5555555556,15.897
-70.7777777778,17.83
-68.8888888889,18.865
-67.1111111111,19.898
-65.8888888889,20.93
-64.8888888889,21.962
-64.1111111111,22.999
-63.7777777778,24.029
-63.4444444444,25.068
-61.7777777778,25.836
-61.4444444444,27.837
-60.8888888889,29.837
-61.1111111111,30.866
-60.6666666667,32.923
-60.6666666667,33.957
-61.1111111111,34.99
-60.7777777778,36.02
-60.8888888889,37.046
-60.5555555556,38.858
-60.6666666667,39.89
-61.4444444444,41.827
-62.1111111111,42.857
-62.4444444444,43.892
-64.1111111111,44.922
-64.3333333333,45.956
-64.5555555556,46.99
-64.1111111111,48.025
-64.1111111111,49.062
-66.7777777778,49.826
-67.1111111111,53.828
-68.2222222222,54.863
-68.8888888889,55.893
-68.0,56.922
-68.6666666667,58.985
-70.5555555556,60.016
-71.5555555556,61.051
-73.3333333333,61.829
-70.7777777778,65.827
-70.1111111111,66.864
-70.0,67.895
-69.1111111111,68.928
-68.4444444444,69.959
-67.5555555556,70.993
-65.5555555556,72.023
-65.5555555556,73.048
-64.6666666667,73.829
-65.4444444444,77.829
-65.6666666667,79.9
-64.6666666667,81.967
-65.4444444444,84.038
