-63.1111111111,4.983
-70.3333333333,6.95
-69.5555555556,7.927
-68.8888888889,8.908
-68.4444444444,9.885
-69.5555555556,10.867
-68.8888888889,11.024
-69.1111111111,12.006
-70.0,13.961
-70.3333333333,16.001
-71.1111111111,16.983
-70.6666666667,17.961
-70.3333333333,18.938
-69.7777777778,19.918
-68.0,20.896
-67.0,21.878
-65.8888888889,22.855
-65.2222222222,23.025
-64.7777777778,24.003
-64.6666666667,25.96
-64.6666666667,28.01
-65.2222222222,28.983
-65.3333333333,29.96
-65.6666666667,30.938
-66.0,31.915
-66.4444444444,32.901
-67.0,33.877
-67.2222222222,34.861
-66.6666666667,36.006
-66.7777777778,36.983
-66.2222222222,37.966
-66.4444444444,40.006
-66.2222222222,40.988
-65.5555555556,42.941
-65.4444444444,43.918
-65.4444444444,44.899
-65.1111111111,45.873
-65.3333333333,46.857
-65.4444444444,47.029
-65.1111111111,48.009
-64.6666666667,49.961
-64.8888888889,51.027
-65.2222222222,51.996
-65.7777777778,52.979
-65.2222222222,53.963
-65.8888888889,54.952
-65.7777777778,55.92
-65.1111111111,56.899
-66.0,57.912
-66.1111111111,58.849
-66.6666666667,59.021
-66.3333333333,61.022
-65.7777777778,63.02
-66.0,63.997
-64.7777777778,65.957
-64.4444444444,66.93
-64.8888888889,67.921
-65.0,68.894
-65.7777777778,69.87
-66.1111111111,70.851
-67.7777777778,71.027
-68.6666666667,72.009
-69.2222222222,72.991
-70.4444444444,73.973
-73.1111111111,75.026
-74.4444444444,76.009
-73.6666666667,76.993
-73.1111111111,77.969
-73.1111111111,78.949
-74.0,79.93
-73.3333333333,80.907
-73.5555555556,81.885
-73.1111111111,82.863
-70.7777777778,83.026
-62.2222222222,85.027
